x,y,uA_true,uA_pred,uA_error,uB_true,uB_pred,uB_error,uC_true,uC_pred,uC_error
1.375,0.1486128048780488,0.002420491160233,0.0019302592,2.4032740606358745e-07,0.0020625459625295,0.0020103157,2.7280048510139253e-09,4.929165435365343e-06,0.0006343648,3.961891976206065e-07
1.5125,0.0,0.0021525748985991,0.0044079646,5.086782916363035e-06,0.002066171929763,0.001034826,1.0636743437783475e-06,4.463776012606322e-06,-0.0017897412,3.219171560862939e-06
1.7875,0.0,0.0021087295546283,0.0047488436,6.970202226885112e-06,0.0019352983318885,0.001142174,6.290461970958511e-07,4.098892446904565e-06,-0.0025219098,6.380719779679856e-06
1.5125,0.41,0.0023733753630741,0.0011475906,1.5025483402939344e-06,0.0019118100845645,0.0030114353,1.2091755491246118e-06,4.552879943479933e-06,-0.0001790598,3.371361751612681e-08
0.8250000000000001,0.2613871951219511,0.004267495328328,0.0028342232,2.0542689628499017e-06,0.0007060427572262,0.0016347766,8.625465363266312e-07,3.2433600825093908e-06,0.00041937083,1.7316207126907798e-07
0.9625,0.41,0.0019051923857349,0.00055172294,1.8318795302981116e-06,0.0025086251898714,0.0028068721,8.895123696221972e-08,4.64293562206103e-06,0.0010626987,1.1194819207158524e-06
0.9625,0.0,0.0028349282689841,0.003726326,7.945897885757805e-07,0.0017715192662503,0.0008202493,9.049145123959719e-07,4.814609446184883e-06,-0.0003254041,1.0904440106824328e-07
0.6875,0.41,0.0009876408663181,0.0006445274,1.1772686744544801e-07,0.0034209790237662,0.0027513206,4.484424038384575e-07,3.1036094043427917e-06,0.00067091733,4.459751683173233e-07
0.6875,0.0,0.0043942612473056,0.0033855066,1.0175859983015793e-06,0.0006720872590179,0.00071281195,1.6585002005610972e-09,2.798164944288279e-06,0.00040666014,1.6310449454106675e-07
0.1375,0.0,0.0040225430843715,0.0035177693,2.547965965116111e-07,0.0001794314820692,0.00059488416,1.7260092525737312e-07,5.762409786314349e-07,-0.00023821741,5.702240938365376e-08
0.1375,0.41,0.0002046382162739,0.00083043426,3.916206917882874e-07,0.0024425402986279,0.002639711,3.887624729459984e-08,4.117561827184171e-07,-0.00011193007,1.2620686428545125e-08
1.2375,0.0,0.0022320496108988,0.0040671453,3.3675761440809014e-06,0.0021434032511228,0.0009276271,1.4781116821259567e-06,4.774551114052591e-06,-0.0010574833,1.1283916484841e-06
1.1,0.1486128048780487,0.0019884227131909,0.002050124,3.80706221904338e-09,0.0025312068863455,0.001964718,3.2090954119308816e-07,4.614283004265336e-06,0.0001829043,3.178733125642469e-08
1.2375,0.41,0.0023983199767447,0.000806652,2.5334069179937752e-06,0.0020070133401098,0.0029042661,8.050625492321008e-07,4.794637088047325e-06,0.00055297464,3.005013170431309e-07
1.65,0.1486128048780487,0.0021918114986591,0.0034477338,1.5773408759479888e-06,0.0020956172198973,0.0015851259,2.606013640478604e-07,4.60609391815209e-06,-0.00021172315,4.679834126486703e-08
1.126715909090909,0.2793064024390244,0.0024873293082763,0.001501523,9.71814159695677e-07,0.0020681665007829,0.0023987591,1.092914842864372e-07,4.876454631087688e-06,0.0004956201,2.4082929787836937e-07
1.676715909090909,0.2793064024390244,0.0023167845720739,0.0020734891,5.919267235615837e-08,0.0020458953319843,0.002312541,7.109991653552601e-08,4.743606518879462e-06,0.00064138323,4.0531001105989154e-07
0.8517159090909092,0.1306935975609756,0.0031162291427203,0.003176175,3.593512745296819e-09,0.0016321831654663,0.0012537539,1.4320870856177686e-07,4.408388460784653e-06,0.00029034168,8.175784451211157e-08
1.348284090909091,0.2793064024390244,0.0025417284078966,0.0014357194,1.2232558581999393e-06,0.0019288684991762,0.0024988651,3.248961563728631e-07,4.867788433050421e-06,0.0006473288,4.1275614367735074e-07
0.34375,0.3032389320646208,0.0003511772531246,0.0014851317,1.2858526444198094e-06,0.0041200878967598,0.0024869144,2.6672556826498096e-06,1.188627067127812e-06,-0.0008154139,6.668396745863306e-07
1.894702181800738,0.1282910975492754,0.0022657015120351,0.002582632,1.00444937507059e-07,0.0019688166707375,0.0019212067,2.266708102163542e-09,4.476497746146594e-06,0.0003729388,1.3576447686246144e-07
2.092797818199262,0.1282910975492754,0.0021462528830684,0.0038583502,2.931277282028057e-06,0.0019033691692262,0.0017842948,1.4178695005781292e-08,4.102757796839119e-06,-0.0015013292,2.266325509574572e-06
1.85625,0.3075,0.002222803556457,0.0012920722,8.662607898782881e-07,0.0019365489438191,0.0028019845,7.4897878596835e-07,4.3214821878723574e-06,0.0004665777,2.1368081896879496e-07
0.61875,0.3075,0.0003179430641492,0.0012045726,7.861119657752515e-07,0.004149898324321,0.0026174486,2.3484022545936098e-06,1.4255612994808029e-06,-0.00037815422,1.4408080900249745e-07
0.61875,0.1025,0.0024988782378457,0.0023827776,1.347935084427184e-08,0.002108961577758,0.001539439,3.243560087932312e-07,3.8223818158957905e-06,-8.8341534e-05,8.49418740390623e-09
0.3648540804333487,0.1240075933101478,0.0044263421992438,0.0043552145,5.059144451490224e-09,0.0004885894111381,0.0011656284,4.5838183743182396e-07,1.646838415596722e-06,-9.389967e-05,9.12913474739604e-09
0.0,0.3075,0.0002623333738162,0.0017815456,2.3080057256964026e-06,0.0005269164340063,0.002238363,2.929049442629801e-06,1.312016432005854e-07,-0.0009994283,9.991192610010615e-07
0.0,0.1025,0.0007549269674431,0.0031252727,5.6185388503689334e-06,0.0002245093623166,0.0012156665,9.823925360386329e-07,1.610114439590937e-07,-0.0010622367,1.128688953129543e-06
2.099172119769978,0.25625,0.0021653847837481,0.0024681315,9.165556366642885e-08,0.0019857867944654,0.002420932,1.8935139734768378e-07,4.3169266472773956e-06,-9.671599e-05,1.020764958523133e-08
0.48125,0.0923843962068808,0.0052189141108371,0.0033081397,3.651058690818465e-06,0.0002138304619556,0.0010917187,7.706877123304111e-07,1.148646808459106e-06,-0.00024306029,5.963800521441955e-08
0.5781001037344399,0.2059284232365146,0.0008113633691266,0.0018118843,1.001042220409457e-06,0.0036740680983649,0.0021599233,2.2926344248451223e-06,2.073062087000842e-06,-0.0005386546,2.9238643203212877e-07
0.48125,0.3196743479159776,0.000589382822514,0.0017355308,1.3136551717777708e-06,0.0038022629219698,0.002431035,1.8802658993300558e-06,1.8195585237946932e-06,-0.00064187497,4.1434264477127104e-07
0.7265881057911006,0.3055240343720796,0.0024653406782211,0.0010676607,1.953509184663261e-06,0.0021572235804631,0.0025300384,1.389908574409701e-07,4.124855475435168e-06,0.00018615276,3.313415664734045e-08
1.99375,0.0839595026933084,0.0020800745710169,0.0040027723,3.6967664479550083e-06,0.0018755179226965,0.0015672743,9.50141111767994e-08,3.919251121950797e-06,-0.0014243796,2.0400377417425188e-06
1.459960956013612,0.3075,0.0024244476726282,0.0008692369,2.4186805892854116e-06,0.0019611480720725,0.0027023852,5.494324607670033e-07,4.756363668675679e-06,0.0011186972,1.240864244877314e-06
1.569025960719943,0.2986889805672169,0.0023029632212702,0.0021136627,3.583470245105454e-08,0.0020813387776664,0.002359122,7.716353965910411e-08,4.790898012629071e-06,0.00014079362,1.849674080688142e-08
0.75625,0.0821310077257916,0.0042147483634753,0.0032202825,9.889623635189342e-07,0.0008078549268872,0.0011803806,1.3877536432030127e-07,3.103270952390009e-06,-1.2807548e-05,2.5315416120309436e-10
1.03125,0.3278689922742084,0.0022202540487312,0.00090750307,1.7233151362368316e-06,0.0022512934577007,0.0027146637,2.1471202219986785e-07,4.804810295497139e-06,0.0004882738,2.337422634444915e-07
0.923871252904788,0.3078247185783941,0.0019764163848146,0.0014685616,2.5791649290274654e-07,0.0025549561646366,0.002503395,2.658545390493596e-09,4.2250472641275e-06,0.00010360032,9.875445467375683e-09
1.959375,0.3126371951219512,0.0021798448610936,0.0022816882,1.0372056257822883e-08,0.0019779097065198,0.0026632845,4.6973866260980055e-07,4.328915030184804e-06,-0.0008594021,7.460313010701616e-07
1.749222215368287,0.1025,0.0023063630336675,0.003122054,6.653518185164452e-07,0.0019881923874827,0.0017192066,7.235336915739032e-08,4.5985030280556844e-06,-0.00060177594,3.676899702910789e-07
1.275777784631713,0.1025,0.0022054959190147,0.0034428462,1.531035813410334e-06,0.0022222384440998,0.001288265,8.723064132378764e-07,4.85506828632465e-06,-0.00013559312,1.9725692548936148e-08
2.2,0.1025,0.0021647915510905,0.0031474456,9.656090173879859e-07,0.0018766243958384,0.0020046234,1.6383748416335416e-08,4.0805327182731855e-06,-0.0010936186,1.2049433239686055e-06
1.225938124459196,0.3075,0.0028046614347585,0.0017990693,1.0112154509900842e-06,0.0018033240595888,0.0022137463,1.6844642304191031e-07,4.9185815994924705e-06,0.0009819046,9.545016142777616e-07
1.550777784631713,0.1025,0.0021629968722328,0.0031515583,9.772537747548776e-07,0.0021193129872111,0.0014781952,4.110320293498527e-07,4.596173660929579e-06,0.0002907887,8.190616792335385e-08
1.000777784631713,0.1025,0.0015830775049987,0.0021020398,2.693218162940216e-07,0.002885392385457,0.0017127693,1.3750449710372035e-06,4.249232448386368e-06,0.0003728792,1.358880582368981e-07
1.44375,0.0743064024390244,0.0021924948494038,0.0027510151,3.1194490015679883e-07,0.0021704550040448,0.001506269,4.41143077035245e-07,4.754176630027238e-06,0.00040141493,1.57339753914927e-07
1.16875,0.0743064024390243,0.0024281098269506,0.0030873641,4.346162455464156e-07,0.002035626296523,0.0011892617,7.163330727672375e-07,4.877101894420385e-06,0.0007256344,5.194910771162439e-07
1.899250267340833,0.2229966846119207,0.0023071385340382,0.0015109405,6.339313219015599e-07,0.0019562482037813,0.0024367273,2.3086014785886186e-07,4.5286309132310375e-06,0.0012275502,1.4957817794105615e-06
0.1020898364287272,0.3140258291809757,0.000265432881048,0.001980506,2.94147540440412e-06,0.0047112556224274,0.0021504462,6.557745018202824e-06,3.8950686771103674e-07,-0.0007935241,6.302987936949268e-07
1.766482954545455,0.2934032012195123,0.0023045874222995,0.0010732636,1.516158390904476e-06,0.0019187560077348,0.0027074516,6.220407087944617e-07,4.438771754959894e-06,0.0012543872,1.5623710729689902e-06
0.3405058858996321,0.2119987970531874,0.0023438634750546,0.0030033216,4.348850027814707e-07,0.0019326517809339,0.003936738,4.016360674828916e-06,3.175509563518563e-06,0.00063768774,4.0260577401267887e-07
0.7710785630958338,0.1710968191298857,0.0036400885851975,0.0027340278,8.209461411374919e-07,0.0012862811140417,0.0016628802,1.418268581875883e-07,3.391971244244564e-06,-0.00018476695,3.540377897512393e-08
1.046078563095834,0.2389031808701144,0.0019639861087441,0.001330696,4.0105630312410055e-07,0.00251162782103,0.0025179386,3.982610654204318e-11,4.643249003225189e-06,-7.770956e-06,1.5411247500194523e-10
0.2,0.3400647632937836,0.0002545172485602,0.0017227754,2.1557819983441405e-06,0.0051361824474675,0.0023811758,7.590061867526578e-06,8.270665331199546e-07,-0.00080464035,6.48777763487919e-07
1.421109702350723,0.2261157654379721,0.0025269828301128,0.0012438521,1.646424524670349e-06,0.0019244357029968,0.0025928915,4.468330919806185e-07,4.853202247525545e-06,0.00040216,1.578526827043477e-07
0.2800464974185557,0.0898254481560574,0.0049562875719134,0.0036649331,1.6675962557894256e-06,0.0002726322628963,0.0012782216,1.0112099293937412e-06,9.669057634641055e-07,-0.0006382987,4.0866050233474655e-07
0.098916018031319,0.0917166095542084,0.005352258020681,0.0029354915,5.840760404439905e-06,0.000223009150061,0.0013053417,1.171443793208549e-06,4.159076186368721e-07,-0.0009917989,9.844902985180106e-07
2.13125,0.0,0.0019465100012886,0.0043936,5.988249106600135e-06,0.0017474783207134,0.0007185042,1.0587877607617208e-06,3.4201214950144997e-06,-0.0030868277,9.54963156963726e-06
2.118919042110979,0.3422084711244843,0.0020452725892609,0.0018441901,4.043418313464494e-08,0.001812398151674,0.002935499,1.2613554096372153e-06,3.7261260744258993e-06,-0.0005396232,2.952284911163916e-07
1.30625,0.41,0.0024135976133794,0.00089200586,2.3152414615008784e-06,0.0019562841944343,0.0029309094,9.498942820024642e-07,4.725086563610683e-06,0.0003700629,1.3347170891623577e-07
0.89375,0.0,0.0029819865858949,0.0036407933,4.340262390001914e-07,0.001674479718786,0.000793308,7.764635633792652e-07,4.745256103518135e-06,-0.00014228374,2.1617525006952198e-08
1.597888256393107,0.2173787389261347,0.002141292663545,0.0026500449,2.5882879582641195e-07,0.0021923773304444,0.0019082725,8.071555195073092e-08,4.706953053440599e-06,0.00062512606,3.849198730089594e-07
0.20625,0.0,0.0052876894901962,0.0034944639,3.2156581572469335e-06,0.0001856222504764,0.00060904026,1.7928281105563115e-07,8.261313378261458e-07,-0.00014031678,1.9921322657856245e-08
1.829299675393195,0.0740070084929959,0.0022094654151049,0.0033474788,1.2950744800700082e-06,0.0019649906877384,0.0016258359,1.1502597307227253e-07,4.358930991915498e-06,-0.0007426068,5.579578311769433e-07
1.71875,0.41,0.0022374092020289,0.0014034733,6.954490592996194e-07,0.0018860506163364,0.0030918717,1.4540045784963245e-06,4.23730236824361e-06,-0.0007283613,5.367007247554961e-07
1.16875,0.41,0.0024100049882688,0.00072135776,2.8515294520376526e-06,0.0020320833249293,0.0028773546,7.144835654609021e-07,4.843915945732532e-06,0.0007360354,5.346409959898665e-07
2.038220665644273,0.332420740103091,0.0021303447731819,0.0022143945,7.064358224282271e-09,0.0019133575677934,0.0027704537,7.346137652429562e-07,4.0956541164236135e-06,-0.00083918124,7.111159275264839e-07
0.34375,0.0,0.0055989015746361,0.003448151,4.6257278106274645e-06,0.0001901348188132,0.00063687563,1.995773518661318e-07,1.0053826178420192e-06,5.543977e-05,2.963102553808158e-09
0.417496017710808,0.2696595573092803,0.0017892659633519,0.00176581,5.501844116484661e-10,0.0025288746243762,0.001998961,2.8080847915244325e-07,3.0660138294765954e-06,0.00010509044,1.0408983396591904e-08
0.2,0.0768784574045782,0.0059829961660496,0.0030169114,8.797658560293691e-06,0.0002381342938321,0.0013376772,1.2089946912849947e-06,8.423599874651149e-07,-0.0011134371,1.241618750932465e-06
0.9295982307099278,0.1343158415898188,0.0021550029272794,0.0029837117,6.867581635353889e-07,0.0024189069025688,0.0013553798,1.13108985563383e-06,4.52712152514008e-06,0.00038626045,1.4572033398170595e-07
0.0739068801081115,0.1697064032433452,0.0005921978177051,0.0026141033,4.088101608103437e-06,0.0003090939707314,0.0016409457,1.7738289568061779e-06,1.6260141866420517e-07,-0.0010894015,1.18715002510875e-06
0.5238366813727013,0.2578302467013575,0.0016407592857022,0.0024592504,6.699276886816311e-07,0.0027726745028312,0.0018400848,8.69723570271193e-07,3.3992237690842003e-06,-0.00019494444,3.934020948038051e-08
0.0545295155182587,0.25625,0.0003453325526401,0.0022796616,3.7416288472946087e-06,0.0004770155766796,0.0019517243,2.1747657916435617e-06,1.4781255806850237e-07,-0.0010388121,1.0794377017464044e-06
0.5229630068078351,0.1548816096928243,0.0032124311139996,0.0030655488,2.157440324226842e-08,0.0015610629477117,0.0012876391,7.476057803145791e-08,3.147873674396869e-06,-3.7558377e-05,1.6569988267963706e-09
1.452769549894695,0.1548122580621249,0.0023265259274082,0.0018110499,2.657155568977391e-07,0.0021320640544808,0.0021331012,1.0757224769948529e-12,4.916982526438524e-06,0.0005984679,3.5230267554599163e-07
1.369219062229598,0.0743064024390244,0.0021885754160437,0.00298699,6.374657127359694e-07,0.0022140143443757,0.0014415085,5.967652308179239e-07,4.821911869589454e-06,-4.9956143e-05,3.0006352846002576e-09
1.30625,0.0,0.0022031808977132,0.0041523203,3.799144508464222e-06,0.0021432876729263,0.00095432997,1.4136204252954751e-06,4.721811586257592e-06,-0.0012404397,1.5504272223130895e-06
0.8504409521244898,0.3356935975609756,0.002340456584549,0.0016628727,4.5911987766115737e-07,0.0022557749513911,0.0023018718,2.124917292570742e-09,4.183181912703254e-06,0.0004843995,2.3060770976488465e-07
0.8821881244591965,0.205,0.0036801133610438,0.0029040202,6.023205172524099e-07,0.0011906896276271,0.001583457,1.5426620338290067e-07,4.072470652235733e-06,0.00021741539,4.551520225937525e-08
1.720943423819132,0.1714577452753128,0.0022976780376418,0.002428256,1.7050597789078532e-08,0.0020286538113684,0.001942873,7.358347410537802e-09,4.668579726669762e-06,0.0007117465,4.99959204914976e-07
1.157188124459196,0.205,0.0021931460466329,0.0023641214,2.923256375420914e-08,0.0023240184223071,0.0019103587,1.71114392851596e-07,4.858838790563122e-06,0.0003946796,1.5196023051722786e-07
1.094219062229598,0.0743064024390243,0.0025329162656348,0.0028602108,1.0712173574713208e-07,0.0020183041893386,0.0013500452,4.465700712684608e-07,4.84645497137558e-06,0.0004368648,1.8663984465276896e-07
1.03125,0.0,0.0027348091934253,0.0038113222,1.1588801513024894e-06,0.0018215635354763,0.0008468926,9.499834416414283e-07,4.852482008618104e-06,-0.0005084649,2.634947067857706e-07
1.304056576180868,0.1714577452753128,0.0024944336757274,0.0026683435,3.0244621553132584e-08,0.0020227446891494,0.0017038882,1.0166947478418328e-07,4.961616431937705e-06,0.00062360615,3.827210531997548e-07
1.67579304192913,0.0743064024390243,0.0022085544104919,0.00397297,3.1131621933949898e-06,0.0020171833456591,0.0013878644,3.9604239669565694e-07,4.470439949367439e-06,-0.0013351515,1.7945869247108338e-06
0.2751941921308361,0.3346083473122598,0.0002712071170243,0.0015004501,1.5110382489281834e-06,0.0047284253911601,0.002529204,4.836575203449351e-06,9.677202273162305e-07,-0.0008627847,7.460682152977775e-07
1.209670467133757,0.1362100266964769,0.0023290943529638,0.0031088814,6.080678604606207e-07,0.0021378614098495,0.0013526678,6.165289915488223e-07,4.894486889165659e-06,0.00069788843,4.802406106397503e-07
1.025335513626278,0.1700681449722324,0.0015638777058287,0.0017141923,2.2594486491460953e-08,0.0028927879181523,0.0022019446,4.772645045846777e-07,4.246906083083824e-06,-5.3681433e-05,3.3556924921929503e-09
0.7562500000000001,0.41,0.0012441563084439,0.0006214604,3.8775022157966093e-07,0.0031690010045285,0.002765298,1.6297620491458463e-07,3.615167399008007e-06,0.0007690564,5.859002496343602e-07
1.58125,0.0,0.0021478915610329,0.0044931993,5.500468338135447e-06,0.0020314059162727,0.0010616779,9.403723620478361e-07,4.380172305594177e-06,-0.001972787,3.9091903522705325e-06
0.7567170593862014,0.2409196493502535,0.0030074195308545,0.0017962679,1.4668882082630652e-06,0.0017726926244612,0.002273351,2.506587629924413e-07,3.738476455322492e-06,-0.00033470243,1.1454224862139297e-07
0.6926714215682891,0.1272249611432207,0.0024585081811417,0.0024606213,4.465260149787861e-12,0.0021927241079463,0.0016803741,2.625024840107195e-07,3.763068430176523e-06,-0.00030148774,9.317805840046868e-08
0.4139715849905988,0.3397932387114203,0.0003662406524542,0.0015353784,1.366883064578406e-06,0.004120299767681,0.0024668574,2.7338715530601574e-06,1.285749492839299e-06,-0.00048144907,2.3303290362653265e-07
0.9840787304190476,0.2717749043358119,0.0019018106973599,0.0012809858,3.8542358719107815e-07,0.0025877772499246,0.00259611,6.943648228256736e-11,4.483500258910674e-06,-5.5767596e-05,3.630194572440981e-09
0.06875,0.41,0.0001990298362735,0.0008538589,4.2880108718050876e-07,0.001023030547874,0.0026260912,2.5698035885276857e-06,1.8399525286853137e-07,-0.00020994991,4.4156258406094076e-08
0.0,0.35875,0.000214043148265,0.0013486966,1.2874385668993776e-06,0.0006005927745131,0.0024365485,3.3707333211180165e-06,1.2513975721065877e-07,-0.00070831925,5.018934488004302e-07
0.928125,0.0627672614269799,0.0023675094728751,0.0033521876,9.69590962657223e-07,0.0022035569731917,0.0010382533,1.3579326336415161e-06,4.716148892652976e-06,4.2386353e-05,1.4190442786870714e-09
